id,acorn,acorn-grouped,aff
5456,ACORN-F,Comfortable,0
5457,ACORN-E,Affluent,1
5458,ACORN-Q,Adversity,0
5459,ACORN-E,Affluent,1
5460,ACORN-Q,Adversity,0
5461,ACORN-N,Adversity,0
5462,ACORN-E,Affluent,1
5463,ACORN-Q,Adversity,0
5464,ACORN-F,Comfortable,0
5466,ACORN-F,Comfortable,0
5467,ACORN-F,Comfortable,0
5468,ACORN-A,Affluent,1
5469,ACORN-E,Affluent,1
5471,ACORN-F,Comfortable,0
5472,ACORN-M,Adversity,0
5475,ACORN-M,Adversity,0
5476,ACORN-K,Adversity,0
5478,ACORN-L,Adversity,0
5479,ACORN-E,Affluent,1
5480,ACORN-Q,Adversity,0
5481,ACORN-F,Comfortable,0
5483,ACORN-O,Adversity,0
5484,ACORN-K,Adversity,0
5485,ACORN-J,Comfortable,0
5486,ACORN-L,Adversity,0
5487,ACORN-Q,Adversity,0
5490,ACORN-C,Affluent,1
5491,ACORN-E,Affluent,1
5493,ACORN-F,Comfortable,0
5494,ACORN-J,Comfortable,0
5496,ACORN-E,Affluent,1
5497,ACORN-E,Affluent,1
5499,ACORN-Q,Adversity,0
5500,ACORN-Q,Adversity,0
5501,ACORN-M,Adversity,0
5502,ACORN-E,Affluent,1
5503,ACORN-Q,Adversity,0
5504,ACORN-D,Affluent,1
5505,ACORN-E,Affluent,1
5506,ACORN-C,Affluent,1
5509,ACORN-C,Affluent,1
5511,ACORN-N,Adversity,0
5512,ACORN-K,Adversity,0
5513,ACORN-L,Adversity,0
5517,ACORN-D,Affluent,1
5518,ACORN-K,Adversity,0
5519,ACORN-Q,Adversity,0
5520,ACORN-O,Adversity,0
5521,ACORN-E,Affluent,1
5523,ACORN-A,Affluent,1
5525,ACORN-P,Adversity,0
5526,ACORN-E,Affluent,1
5527,ACORN-Q,Adversity,0
5528,ACORN-Q,Adversity,0
5530,ACORN-K,Adversity,0
5531,ACORN-E,Affluent,1
5532,ACORN-E,Affluent,1
5534,ACORN-J,Comfortable,0
5539,ACORN-E,Affluent,1
5540,ACORN-N,Adversity,0
5542,ACORN-F,Comfortable,0
5543,ACORN-G,Comfortable,0
5544,ACORN-N,Adversity,0
5545,ACORN-Q,Adversity,0
5546,ACORN-P,Adversity,0
5547,ACORN-Q,Adversity,0
5548,ACORN-L,Adversity,0
5552,ACORN-E,Affluent,1
5553,ACORN-E,Affluent,1
5554,ACORN-E,Affluent,1
5555,ACORN-E,Affluent,1
5558,ACORN-E,Affluent,1
5561,ACORN-L,Adversity,0
5562,ACORN-F,Comfortable,0
5566,ACORN-E,Affluent,1
5567,ACORN-Q,Adversity,0
