id,acorn,acorn-grouped
4394,ACORN-E,Affluent
4395,ACORN-Q,Adversity
4397,ACORN-I,Comfortable
4398,ACORN-E,Affluent
4401,ACORN-I,Comfortable
4402,ACORN-E,Affluent
4403,ACORN-Q,Adversity
4404,ACORN-E,Affluent
4405,ACORN-Q,Adversity
4406,ACORN-C,Affluent
4407,ACORN-N,Adversity
4409,ACORN-D,Affluent
4410,ACORN-E,Affluent
4411,ACORN-E,Affluent
4412,ACORN-F,Comfortable
4413,ACORN-E,Affluent
4414,ACORN-N,Adversity
4415,ACORN-C,Affluent
4416,ACORN-Q,Adversity
4417,ACORN-B,Affluent
4418,ACORN-F,Comfortable
4420,ACORN-F,Comfortable
4421,ACORN-E,Affluent
4423,ACORN-H,Comfortable
4425,ACORN-Q,Adversity
4426,ACORN-E,Affluent
4427,ACORN-Q,Adversity
4428,ACORN-E,Affluent
4429,ACORN-F,Comfortable
4430,ACORN-E,Affluent
4431,ACORN-A,Affluent
4432,ACORN-E,Affluent
4433,ACORN-L,Adversity
4434,ACORN-D,Affluent
4435,ACORN-Q,Adversity
4437,ACORN-Q,Adversity
4438,ACORN-E,Affluent
4440,ACORN-H,Comfortable
4441,ACORN-F,Comfortable
4442,ACORN-Q,Adversity
4443,ACORN-E,Affluent
4444,ACORN-F,Comfortable
4446,ACORN-E,Affluent
4447,ACORN-C,Affluent
4450,ACORN-G,Comfortable
4452,ACORN-E,Affluent
4453,ACORN-Q,Adversity
4454,ACORN-E,Affluent
4455,ACORN-C,Affluent
4457,ACORN-H,Comfortable
4458,ACORN-E,Affluent
4459,ACORN-Q,Adversity
4460,ACORN-G,Comfortable
4461,ACORN-Q,Adversity
4462,ACORN-Q,Adversity
4463,ACORN-E,Affluent
4464,ACORN-K,Adversity
4465,ACORN-Q,Adversity
4466,ACORN-F,Comfortable
4468,ACORN-E,Affluent
4469,ACORN-Q,Adversity
4470,ACORN-E,Affluent
4471,ACORN-E,Affluent
4472,ACORN-F,Comfortable
4473,ACORN-E,Affluent
4474,ACORN-E,Affluent
4475,ACORN-D,Affluent
4476,ACORN-E,Affluent
4477,ACORN-E,Affluent
4478,ACORN-F,Comfortable
4479,ACORN-O,Adversity
4480,ACORN-E,Affluent
4481,ACORN-Q,Adversity
4482,ACORN-E,Affluent
4483,ACORN-F,Comfortable
4484,ACORN-G,Comfortable
4486,ACORN-Q,Adversity
4487,ACORN-E,Affluent
4488,ACORN-F,Comfortable
4489,ACORN-Q,Adversity
4490,ACORN-L,Adversity
4492,ACORN-F,Comfortable
4494,ACORN-H,Comfortable
4495,ACORN-Q,Adversity
4496,ACORN-E,Affluent
4498,ACORN-Q,Adversity
4499,ACORN-F,Comfortable
4500,ACORN-E,Affluent
4501,ACORN-H,Comfortable
4502,ACORN-F,Comfortable
4503,ACORN-Q,Adversity
4504,ACORN-C,Affluent
4505,ACORN-L,Adversity
4507,ACORN-L,Adversity
4508,ACORN-K,Adversity
4510,ACORN-E,Affluent
4511,ACORN-E,Affluent
4512,ACORN-E,Affluent
4513,ACORN-Q,Adversity
4514,ACORN-Q,Adversity
4515,ACORN-U,ACORN-U
4516,ACORN-Q,Adversity
4517,ACORN-E,Affluent
4518,ACORN-E,Affluent
4519,ACORN-E,Affluent
4520,ACORN-Q,Adversity
4521,ACORN-F,Comfortable
4522,ACORN-E,Affluent
4523,ACORN-F,Comfortable
4524,ACORN-M,Adversity
4526,ACORN-F,Comfortable
4527,ACORN-D,Affluent
4528,ACORN-E,Affluent
4529,ACORN-A,Affluent
4530,ACORN-Q,Adversity
4531,ACORN-E,Affluent
4532,ACORN-L,Adversity
4533,ACORN-Q,Adversity
4534,ACORN-E,Affluent
4535,ACORN-E,Affluent
4536,ACORN-E,Affluent
4537,ACORN-E,Affluent
4538,ACORN-E,Affluent
4539,ACORN-D,Affluent
4540,ACORN-Q,Adversity
4541,ACORN-Q,Adversity
4542,ACORN-H,Comfortable
4544,ACORN-Q,Adversity
4545,ACORN-F,Comfortable
4546,ACORN-K,Adversity
4547,ACORN-P,Adversity
4548,ACORN-E,Affluent
4549,ACORN-E,Affluent
4550,ACORN-P,Adversity
4552,ACORN-E,Affluent
4553,ACORN-E,Affluent
4554,ACORN-A,Affluent
4555,ACORN-E,Affluent
4556,ACORN-E,Affluent
4557,ACORN-F,Comfortable
4558,ACORN-Q,Adversity
4560,ACORN-E,Affluent
4562,ACORN-E,Affluent
4563,ACORN-Q,Adversity
4564,ACORN-E,Affluent
4565,ACORN-E,Affluent
4566,ACORN-L,Adversity
4567,ACORN-B,Affluent
4569,ACORN-Q,Adversity
4570,ACORN-U,ACORN-U
4571,ACORN-E,Affluent
4572,ACORN-F,Comfortable
4573,ACORN-Q,Adversity
4574,ACORN-E,Affluent
4575,ACORN-Q,Adversity
4576,ACORN-L,Adversity
4577,ACORN-Q,Adversity
4578,ACORN-F,Comfortable
4579,ACORN-E,Affluent
4580,ACORN-F,Comfortable
4581,ACORN-E,Affluent
4582,ACORN-E,Affluent
4583,ACORN-Q,Adversity
4584,ACORN-E,Affluent
4585,ACORN-C,Affluent
4586,ACORN-E,Affluent
4587,ACORN-U,ACORN-U
4588,ACORN-F,Comfortable
4589,ACORN-L,Adversity
4591,ACORN-Q,Adversity
4594,ACORN-Q,Adversity
4595,ACORN-E,Affluent
4596,ACORN-J,Comfortable
4597,ACORN-Q,Adversity
4598,ACORN-Q,Adversity
4599,ACORN-Q,Adversity
4600,ACORN-F,Comfortable
4601,ACORN-E,Affluent
4602,ACORN-Q,Adversity
4603,ACORN-K,Adversity
4607,ACORN-Q,Adversity
4608,ACORN-F,Comfortable
4612,ACORN-Q,Adversity
4613,ACORN-E,Affluent
4614,ACORN-E,Affluent
4615,ACORN-Q,Adversity
4616,ACORN-F,Comfortable
4617,ACORN-E,Affluent
4618,ACORN-E,Affluent
4619,ACORN-E,Affluent
4624,ACORN-Q,Adversity
4625,ACORN-E,Affluent
4626,ACORN-L,Adversity
4627,ACORN-E,Affluent
4628,ACORN-D,Affluent
4629,ACORN-E,Affluent
4630,ACORN-N,Adversity
4631,ACORN-K,Adversity
4632,ACORN-Q,Adversity
4634,ACORN-E,Affluent
4635,ACORN-F,Comfortable
4636,ACORN-F,Comfortable
4637,ACORN-D,Affluent
4638,ACORN-E,Affluent
4642,ACORN-H,Comfortable
4643,ACORN-F,Comfortable
4644,ACORN-E,Affluent
4645,ACORN-E,Affluent
4646,ACORN-F,Comfortable
4647,ACORN-D,Affluent
4648,ACORN-E,Affluent
4649,ACORN-U,ACORN-U
4650,ACORN-E,Affluent
4651,ACORN-H,Comfortable
4652,ACORN-Q,Adversity
4653,ACORN-D,Affluent
4654,ACORN-H,Comfortable
4656,ACORN-E,Affluent
4658,ACORN-G,Comfortable
4659,ACORN-Q,Adversity
4660,ACORN-G,Comfortable
4662,ACORN-N,Adversity
4663,ACORN-Q,Adversity
4664,ACORN-C,Affluent
4665,ACORN-E,Affluent
4666,ACORN-D,Affluent
4667,ACORN-Q,Adversity
4671,ACORN-E,Affluent
4672,ACORN-U,ACORN-U
4673,ACORN-C,Affluent
4674,ACORN-Q,Adversity
4675,ACORN-H,Comfortable
4676,ACORN-H,Comfortable
4677,ACORN-D,Affluent
4678,ACORN-Q,Adversity
4680,ACORN-Q,Adversity
4681,ACORN-Q,Adversity
4682,ACORN-E,Affluent
4684,ACORN-Q,Adversity
4685,ACORN-G,Comfortable
4686,ACORN-D,Affluent
4688,ACORN-F,Comfortable
4690,ACORN-E,Affluent
4692,ACORN-K,Adversity
4694,ACORN-E,Affluent
4695,ACORN-E,Affluent
4696,ACORN-K,Adversity
4698,ACORN-F,Comfortable
4699,ACORN-E,Affluent
4700,ACORN-Q,Adversity
4701,ACORN-E,Affluent
4702,ACORN-E,Affluent
4703,ACORN-G,Comfortable
4704,ACORN-D,Affluent
4705,ACORN-E,Affluent
4706,ACORN-E,Affluent
4707,ACORN-E,Affluent
4708,ACORN-F,Comfortable
4712,ACORN-C,Affluent
4715,ACORN-Q,Adversity
4717,ACORN-N,Adversity
4718,ACORN-D,Affluent
4721,ACORN-L,Adversity
4723,ACORN-Q,Adversity
4724,ACORN-K,Adversity
4725,ACORN-F,Comfortable
4726,ACORN-F,Comfortable
4727,ACORN-E,Affluent
4729,ACORN-K,Adversity
4730,ACORN-E,Affluent
4732,ACORN-F,Comfortable
4734,ACORN-Q,Adversity
4735,ACORN-Q,Adversity
4736,ACORN-E,Affluent
4737,ACORN-H,Comfortable
4738,ACORN-E,Affluent
4739,ACORN-F,Comfortable
4740,ACORN-D,Affluent
4741,ACORN-Q,Adversity
4742,ACORN-K,Adversity
4743,ACORN-Q,Adversity
4745,ACORN-Q,Adversity
4747,ACORN-F,Comfortable
4748,ACORN-H,Comfortable
4749,ACORN-H,Comfortable
4750,ACORN-C,Affluent
4752,ACORN-E,Affluent
4754,ACORN-I,Comfortable
4756,ACORN-E,Affluent
4758,ACORN-E,Affluent
4759,ACORN-E,Affluent
4760,ACORN-D,Affluent
4761,ACORN-L,Adversity
4763,ACORN-K,Adversity
4764,ACORN-Q,Adversity
4766,ACORN-H,Comfortable
4769,ACORN-E,Affluent
4771,ACORN-Q,Adversity
4772,ACORN-K,Adversity
4773,ACORN-Q,Adversity
4774,ACORN-E,Affluent
4775,ACORN-E,Affluent
4776,ACORN-M,Adversity
4777,ACORN-F,Comfortable
4778,ACORN-E,Affluent
4779,ACORN-E,Affluent
4780,ACORN-Q,Adversity
4781,ACORN-F,Comfortable
4782,ACORN-H,Comfortable
4784,ACORN-E,Affluent
4785,ACORN-J,Comfortable
4786,ACORN-F,Comfortable
4787,ACORN-K,Adversity
4788,ACORN-U,ACORN-U
4790,ACORN-F,Comfortable
4791,ACORN-Q,Adversity
4792,ACORN-K,Adversity
4793,ACORN-L,Adversity
4794,ACORN-F,Comfortable
4796,ACORN-Q,Adversity
4797,ACORN-E,Affluent
4798,ACORN-E,Affluent
4799,ACORN-Q,Adversity
4800,ACORN-F,Comfortable
4801,ACORN-H,Comfortable
4803,ACORN-E,Affluent
4804,ACORN-P,Adversity
4805,ACORN-F,Comfortable
4806,ACORN-E,Affluent
4807,ACORN-H,Comfortable
4808,ACORN-Q,Adversity
4809,ACORN-Q,Adversity
4810,ACORN-N,Adversity
4812,ACORN-F,Comfortable
4813,ACORN-E,Affluent
4815,ACORN-E,Affluent
4816,ACORN-Q,Adversity
4817,ACORN-F,Comfortable
4819,ACORN-E,Affluent
4820,ACORN-Q,Adversity
4823,ACORN-H,Comfortable
4824,ACORN-F,Comfortable
4826,ACORN-E,Affluent
4828,ACORN-U,ACORN-U
4829,ACORN-Q,Adversity
4830,ACORN-G,Comfortable
4831,ACORN-K,Adversity
4833,ACORN-E,Affluent
4834,ACORN-F,Comfortable
4835,ACORN-Q,Adversity
4836,ACORN-E,Affluent
4839,ACORN-Q,Adversity
4840,ACORN-F,Comfortable
4841,ACORN-L,Adversity
4842,ACORN-N,Adversity
4843,ACORN-D,Affluent
4844,ACORN-F,Comfortable
4845,ACORN-F,Comfortable
4846,ACORN-E,Affluent
4847,ACORN-L,Adversity
4848,ACORN-C,Affluent
4849,ACORN-E,Affluent
4850,ACORN-G,Comfortable
4852,ACORN-E,Affluent
4853,ACORN-K,Adversity
4854,ACORN-E,Affluent
4856,ACORN-E,Affluent
4857,ACORN-E,Affluent
4858,ACORN-E,Affluent
4859,ACORN-F,Comfortable
4860,ACORN-Q,Adversity
4861,ACORN-Q,Adversity
4862,ACORN-F,Comfortable
4863,ACORN-E,Affluent
4864,ACORN-E,Affluent
4865,ACORN-M,Adversity
4866,ACORN-Q,Adversity
4867,ACORN-F,Comfortable
4868,ACORN-F,Comfortable
4869,ACORN-E,Affluent
4870,ACORN-Q,Adversity
4871,ACORN-E,Affluent
4872,ACORN-A,Affluent
4873,ACORN-O,Adversity
4874,ACORN-G,Comfortable
4875,ACORN-Q,Adversity
4876,ACORN-E,Affluent
4877,ACORN-E,Affluent
4878,ACORN-K,Adversity
4879,ACORN-E,Affluent
4881,ACORN-E,Affluent
4882,ACORN-F,Comfortable
4884,ACORN-E,Affluent
4885,ACORN-E,Affluent
4886,ACORN-E,Affluent
4887,ACORN-D,Affluent
4888,ACORN-D,Affluent
4889,ACORN-Q,Adversity
4890,ACORN-F,Comfortable
4891,ACORN-E,Affluent
4892,ACORN-Q,Adversity
4894,ACORN-Q,Adversity
4895,ACORN-E,Affluent
4896,ACORN-P,Adversity
4897,ACORN-J,Comfortable
4898,ACORN-Q,Adversity
4899,ACORN-E,Affluent
4900,ACORN-A,Affluent
4901,ACORN-J,Comfortable
4902,ACORN-J,Comfortable
4903,ACORN-J,Comfortable
4904,ACORN-E,Affluent
4905,ACORN-G,Comfortable
4906,ACORN-E,Affluent
4907,ACORN-E,Affluent
4908,ACORN-E,Affluent
4909,ACORN-E,Affluent
4911,ACORN-D,Affluent
4912,ACORN-F,Comfortable
4913,ACORN-E,Affluent
4914,ACORN-E,Affluent
4915,ACORN-D,Affluent
4916,ACORN-D,Affluent
4918,ACORN-E,Affluent
4919,ACORN-E,Affluent
4920,ACORN-Q,Adversity
4922,ACORN-H,Comfortable
4923,ACORN-E,Affluent
4924,ACORN-D,Affluent
4925,ACORN-C,Affluent
4927,ACORN-D,Affluent
4928,ACORN-D,Affluent
4929,ACORN-H,Comfortable
4930,ACORN-E,Affluent
4931,ACORN-P,Adversity
4933,ACORN-E,Affluent
4934,ACORN-Q,Adversity
4935,ACORN-Q,Adversity
4936,ACORN-E,Affluent
4938,ACORN-E,Affluent
4939,ACORN-E,Affluent
4940,ACORN-E,Affluent
4941,ACORN-Q,Adversity
4942,ACORN-E,Affluent
4943,ACORN-Q,Adversity
4944,ACORN-Q,Adversity
4945,ACORN-D,Affluent
4946,ACORN-Q,Adversity
4947,ACORN-L,Adversity
4950,ACORN-E,Affluent
4951,ACORN-P,Adversity
4953,ACORN-D,Affluent
4954,ACORN-E,Affluent
4957,ACORN-B,Affluent
4958,ACORN-E,Affluent
4959,ACORN-D,Affluent
4960,ACORN-I,Comfortable
4961,ACORN-E,Affluent
4962,ACORN-G,Comfortable
4963,ACORN-E,Affluent
4964,ACORN-E,Affluent
4966,ACORN-E,Affluent
4967,ACORN-F,Comfortable
4970,ACORN-G,Comfortable
4971,ACORN-E,Affluent
4972,ACORN-E,Affluent
4973,ACORN-E,Affluent
4974,ACORN-E,Affluent
4975,ACORN-F,Comfortable
4976,ACORN-D,Affluent
4978,ACORN-G,Comfortable
4980,ACORN-J,Comfortable
4981,ACORN-E,Affluent
4982,ACORN-E,Affluent
4983,ACORN-J,Comfortable
4984,ACORN-E,Affluent
4985,ACORN-F,Comfortable
4986,ACORN-E,Affluent
4987,ACORN-D,Affluent
4989,ACORN-C,Affluent
4991,ACORN-E,Affluent
4992,ACORN-E,Affluent
4993,ACORN-E,Affluent
4994,ACORN-L,Adversity
4995,ACORN-E,Affluent
4996,ACORN-E,Affluent
4997,ACORN-A,Affluent
4998,ACORN-E,Affluent
4999,ACORN-E,Affluent
5000,ACORN-Q,Adversity
5001,ACORN-E,Affluent
5002,ACORN-F,Comfortable
5003,ACORN-D,Affluent
5004,ACORN-Q,Adversity
5005,ACORN-E,Affluent
5007,ACORN-E,Affluent
5008,ACORN-E,Affluent
5009,ACORN-E,Affluent
5010,ACORN-P,Adversity
5014,ACORN-E,Affluent
5015,ACORN-D,Affluent
5016,ACORN-K,Adversity
5018,ACORN-E,Affluent
5019,ACORN-Q,Adversity
5020,ACORN-E,Affluent
5021,ACORN-E,Affluent
5024,ACORN-F,Comfortable
5025,ACORN-E,Affluent
5026,ACORN-E,Affluent
5027,ACORN-E,Affluent
5028,ACORN-C,Affluent
5029,ACORN-E,Affluent
5030,ACORN-E,Affluent
5032,ACORN-E,Affluent
5033,ACORN-E,Affluent
5035,ACORN-H,Comfortable
5036,ACORN-U,ACORN-U
5037,ACORN-E,Affluent
5038,ACORN-E,Affluent
5040,ACORN-E,Affluent
5041,ACORN-E,Affluent
5042,ACORN-A,Affluent
5043,ACORN-F,Comfortable
5044,ACORN-E,Affluent
5045,ACORN-Q,Adversity
5046,ACORN-N,Adversity
5047,ACORN-E,Affluent
5048,ACORN-H,Comfortable
5049,ACORN-O,Adversity
5050,ACORN-F,Comfortable
5051,ACORN-J,Comfortable
5052,ACORN-Q,Adversity
5053,ACORN-Q,Adversity
5054,ACORN-N,Adversity
5055,ACORN-E,Affluent
5056,ACORN-Q,Adversity
5058,ACORN-L,Adversity
5060,ACORN-F,Comfortable
5061,ACORN-J,Comfortable
5063,ACORN-E,Affluent
5064,ACORN-F,Comfortable
5065,ACORN-E,Affluent
5066,ACORN-C,Affluent
5067,ACORN-F,Comfortable
5071,ACORN-F,Comfortable
5072,ACORN-H,Comfortable
5073,ACORN-F,Comfortable
5074,ACORN-H,Comfortable
5075,ACORN-E,Affluent
5077,ACORN-F,Comfortable
5078,ACORN-F,Comfortable
5079,ACORN-L,Adversity
5081,ACORN-H,Comfortable
5082,ACORN-Q,Adversity
5084,ACORN-G,Comfortable
5086,ACORN-E,Affluent
5087,ACORN-Q,Adversity
5088,ACORN-E,Affluent
5089,ACORN-O,Adversity
5090,ACORN-G,Comfortable
5092,ACORN-F,Comfortable
5094,ACORN-E,Affluent
5095,ACORN-Q,Adversity
5096,ACORN-N,Adversity
5097,ACORN-E,Affluent
5098,ACORN-E,Affluent
5100,ACORN-G,Comfortable
5101,ACORN-L,Adversity
5103,ACORN-Q,Adversity
5104,ACORN-Q,Adversity
5105,ACORN-Q,Adversity
5107,ACORN-F,Comfortable
5108,ACORN-Q,Adversity
5109,ACORN-E,Affluent
5112,ACORN-C,Affluent
5113,ACORN-E,Affluent
5114,ACORN-F,Comfortable
5115,ACORN-Q,Adversity
5116,ACORN-Q,Adversity
5117,ACORN-E,Affluent
5118,ACORN-E,Affluent
5119,ACORN-K,Adversity
5120,ACORN-E,Affluent
5123,ACORN-F,Comfortable
5125,ACORN-N,Adversity
5126,ACORN-F,Comfortable
5128,ACORN-P,Adversity
5129,ACORN-F,Comfortable
5130,ACORN-G,Comfortable
5131,ACORN-E,Affluent
5132,ACORN-G,Comfortable
5133,ACORN-F,Comfortable
5135,ACORN-H,Comfortable
5136,ACORN-Q,Adversity
5137,ACORN-E,Affluent
5138,ACORN-E,Affluent
5139,ACORN-G,Comfortable
5140,ACORN-O,Adversity
5141,ACORN-H,Comfortable
5142,ACORN-Q,Adversity
5143,ACORN-H,Comfortable
5144,ACORN-L,Adversity
5145,ACORN-Q,Adversity
5151,ACORN-H,Comfortable
5153,ACORN-O,Adversity
5154,ACORN-D,Affluent
5155,ACORN-F,Comfortable
5156,ACORN-E,Affluent
5158,ACORN-Q,Adversity
5163,ACORN-Q,Adversity
5165,ACORN-E,Affluent
5166,ACORN-N,Adversity
5167,ACORN-F,Comfortable
5168,ACORN-K,Adversity
5169,ACORN-F,Comfortable
5170,ACORN-F,Comfortable
5174,ACORN-F,Comfortable
5175,ACORN-E,Affluent
5176,ACORN-F,Comfortable
5177,ACORN-E,Affluent
5178,ACORN-E,Affluent
5181,ACORN-D,Affluent
5182,ACORN-D,Affluent
5183,ACORN-E,Affluent
5185,ACORN-E,Affluent
5187,ACORN-E,Affluent
5188,ACORN-F,Comfortable
5191,ACORN-F,Comfortable
5192,ACORN-E,Affluent
5193,ACORN-L,Adversity
5194,ACORN-Q,Adversity
5195,ACORN-D,Affluent
5196,ACORN-E,Affluent
5198,ACORN-E,Affluent
5199,ACORN-E,Affluent
5201,ACORN-F,Comfortable
5202,ACORN-E,Affluent
5203,ACORN-E,Affluent
5205,ACORN-D,Affluent
5206,ACORN-D,Affluent
5208,ACORN-F,Comfortable
5209,ACORN-E,Affluent
5210,ACORN-F,Comfortable
5211,ACORN-D,Affluent
5213,ACORN-G,Comfortable
5214,ACORN-E,Affluent
5215,ACORN-E,Affluent
5216,ACORN-J,Comfortable
5217,ACORN-E,Affluent
5218,ACORN-E,Affluent
5219,ACORN-D,Affluent
5220,ACORN-E,Affluent
5221,ACORN-E,Affluent
5222,ACORN-E,Affluent
5223,ACORN-E,Affluent
5224,ACORN-D,Affluent
5225,ACORN-E,Affluent
5226,ACORN-E,Affluent
5227,ACORN-E,Affluent
5228,ACORN-Q,Adversity
5229,ACORN-H,Comfortable
5230,ACORN-F,Comfortable
5231,ACORN-E,Affluent
5232,ACORN-E,Affluent
5233,ACORN-E,Affluent
5234,ACORN-E,Affluent
5235,ACORN-E,Affluent
5236,ACORN-Q,Adversity
5237,ACORN-Q,Adversity
5238,ACORN-E,Affluent
5239,ACORN-G,Comfortable
5241,ACORN-F,Comfortable
5242,ACORN-E,Affluent
5243,ACORN-F,Comfortable
5244,ACORN-D,Affluent
5245,ACORN-F,Comfortable
5246,ACORN-F,Comfortable
5247,ACORN-J,Comfortable
5248,ACORN-E,Affluent
5249,ACORN-D,Affluent
5251,ACORN-E,Affluent
5252,ACORN-D,Affluent
5253,ACORN-E,Affluent
5254,ACORN-D,Affluent
5257,ACORN-E,Affluent
5258,ACORN-Q,Adversity
5259,ACORN-H,Comfortable
5260,ACORN-Q,Adversity
5261,ACORN-D,Affluent
5262,ACORN-E,Affluent
5263,ACORN-E,Affluent
5264,ACORN-F,Comfortable
5265,ACORN-Q,Adversity
5267,ACORN-E,Affluent
5268,ACORN-E,Affluent
5269,ACORN-E,Affluent
5270,ACORN-E,Affluent
5272,ACORN-P,Adversity
5273,ACORN-D,Affluent
5275,ACORN-D,Affluent
5276,ACORN-E,Affluent
5277,ACORN-E,Affluent
5280,ACORN-D,Affluent
5282,ACORN-E,Affluent
5283,ACORN-A,Affluent
5285,ACORN-E,Affluent
5286,ACORN-E,Affluent
5287,ACORN-Q,Adversity
5288,ACORN-Q,Adversity
5289,ACORN-P,Adversity
5293,ACORN-E,Affluent
5294,ACORN-E,Affluent
5295,ACORN-E,Affluent
5296,ACORN-E,Affluent
5297,ACORN-E,Affluent
5298,ACORN-H,Comfortable
5299,ACORN-E,Affluent
5300,ACORN-E,Affluent
5301,ACORN-E,Affluent
5302,ACORN-E,Affluent
5303,ACORN-M,Adversity
5304,ACORN-E,Affluent
5305,ACORN-F,Comfortable
5307,ACORN-E,Affluent
5309,ACORN-E,Affluent
5311,ACORN-E,Affluent
5312,ACORN-M,Adversity
5313,ACORN-E,Affluent
5314,ACORN-E,Affluent
5315,ACORN-E,Affluent
5316,ACORN-D,Affluent
5317,ACORN-E,Affluent
5318,ACORN-D,Affluent
5319,ACORN-E,Affluent
5320,ACORN-C,Affluent
5322,ACORN-E,Affluent
5323,ACORN-E,Affluent
5325,ACORN-F,Comfortable
5326,ACORN-E,Affluent
5327,ACORN-E,Affluent
5328,ACORN-Q,Adversity
5329,ACORN-E,Affluent
5330,ACORN-H,Comfortable
5331,ACORN-E,Affluent
5332,ACORN-Q,Adversity
5333,ACORN-E,Affluent
5334,ACORN-E,Affluent
5335,ACORN-P,Adversity
5336,ACORN-Q,Adversity
5337,ACORN-P,Adversity
5338,ACORN-L,Adversity
5339,ACORN-Q,Adversity
5340,ACORN-P,Adversity
5343,ACORN-E,Affluent
5344,ACORN-P,Adversity
5345,ACORN-P,Adversity
5346,ACORN-E,Affluent
5348,ACORN-P,Adversity
5350,ACORN-P,Adversity
5351,ACORN-D,Affluent
5353,ACORN-E,Affluent
5355,ACORN-E,Affluent
5356,ACORN-E,Affluent
5357,ACORN-L,Adversity
5358,ACORN-E,Affluent
5360,ACORN-E,Affluent
5361,ACORN-F,Comfortable
5362,ACORN-E,Affluent
5363,ACORN-U,ACORN-U
5364,ACORN-Q,Adversity
5365,ACORN-E,Affluent
5366,ACORN-H,Comfortable
5367,ACORN-E,Affluent
5369,ACORN-Q,Adversity
5371,ACORN-L,Adversity
5372,ACORN-F,Comfortable
5373,ACORN-E,Affluent
5374,ACORN-G,Comfortable
5375,ACORN-E,Affluent
5376,ACORN-P,Adversity
5377,ACORN-P,Adversity
5378,ACORN-E,Affluent
5379,ACORN-F,Comfortable
5380,ACORN-D,Affluent
5381,ACORN-Q,Adversity
5382,ACORN-E,Affluent
5383,ACORN-E,Affluent
5385,ACORN-P,Adversity
5386,ACORN-P,Adversity
5387,ACORN-E,Affluent
5388,ACORN-P,Adversity
5389,ACORN-Q,Adversity
5390,ACORN-E,Affluent
5391,ACORN-E,Affluent
5392,ACORN-E,Affluent
5393,ACORN-E,Affluent
5394,ACORN-E,Affluent
5397,ACORN-P,Adversity
5398,ACORN-P,Adversity
5399,ACORN-E,Affluent
5400,ACORN-E,Affluent
5402,ACORN-P,Adversity
5403,ACORN-E,Affluent
5404,ACORN-E,Affluent
5405,ACORN-E,Affluent
5406,ACORN-A,Affluent
5407,ACORN-E,Affluent
5408,ACORN-E,Affluent
5409,ACORN-N,Adversity
5410,ACORN-G,Comfortable
5411,ACORN-E,Affluent
5412,ACORN-E,Affluent
5414,ACORN-Q,Adversity
5415,ACORN-E,Affluent
5416,ACORN-E,Affluent
5417,ACORN-E,Affluent
5418,ACORN-E,Affluent
5419,ACORN-E,Affluent
5420,ACORN-E,Affluent
5421,ACORN-A,Affluent
5422,ACORN-P,Adversity
5423,ACORN-E,Affluent
5424,ACORN-U,ACORN-U
5425,ACORN-F,Comfortable
5426,ACORN-E,Affluent
5428,ACORN-E,Affluent
5430,ACORN-G,Comfortable
5431,ACORN-F,Comfortable
5433,ACORN-E,Affluent
5435,ACORN-Q,Adversity
5436,ACORN-L,Adversity
5437,ACORN-E,Affluent
5438,ACORN-F,Comfortable
5439,ACORN-L,Adversity
5440,ACORN-E,Affluent
5441,ACORN-F,Comfortable
5442,ACORN-E,Affluent
5443,ACORN-G,Comfortable
5444,ACORN-H,Comfortable
5446,ACORN-E,Affluent
5447,ACORN-E,Affluent
5450,ACORN-I,Comfortable
5451,ACORN-F,Comfortable
5452,ACORN-Q,Adversity
5453,ACORN-D,Affluent
5454,ACORN-E,Affluent
5455,ACORN-E,Affluent
5456,ACORN-F,Comfortable
5457,ACORN-E,Affluent
5458,ACORN-Q,Adversity
5459,ACORN-E,Affluent
5460,ACORN-Q,Adversity
5461,ACORN-N,Adversity
5462,ACORN-E,Affluent
5463,ACORN-Q,Adversity
5464,ACORN-F,Comfortable
5466,ACORN-F,Comfortable
5467,ACORN-F,Comfortable
5468,ACORN-A,Affluent
5469,ACORN-E,Affluent
5471,ACORN-F,Comfortable
5472,ACORN-M,Adversity
5475,ACORN-M,Adversity
5476,ACORN-K,Adversity
5478,ACORN-L,Adversity
5479,ACORN-E,Affluent
5480,ACORN-Q,Adversity
5481,ACORN-F,Comfortable
5483,ACORN-O,Adversity
5484,ACORN-K,Adversity
5485,ACORN-J,Comfortable
5486,ACORN-L,Adversity
5487,ACORN-Q,Adversity
5490,ACORN-C,Affluent
5491,ACORN-E,Affluent
5493,ACORN-F,Comfortable
5494,ACORN-J,Comfortable
5496,ACORN-E,Affluent
5497,ACORN-E,Affluent
5499,ACORN-Q,Adversity
5500,ACORN-Q,Adversity
5501,ACORN-M,Adversity
5502,ACORN-E,Affluent
5503,ACORN-Q,Adversity
5504,ACORN-D,Affluent
5505,ACORN-E,Affluent
5506,ACORN-C,Affluent
5509,ACORN-C,Affluent
5511,ACORN-N,Adversity
5512,ACORN-K,Adversity
5513,ACORN-L,Adversity
5517,ACORN-D,Affluent
5518,ACORN-K,Adversity
5519,ACORN-Q,Adversity
5520,ACORN-O,Adversity
5521,ACORN-E,Affluent
5523,ACORN-A,Affluent
5525,ACORN-P,Adversity
5526,ACORN-E,Affluent
5527,ACORN-Q,Adversity
5528,ACORN-Q,Adversity
5530,ACORN-K,Adversity
5531,ACORN-E,Affluent
5532,ACORN-E,Affluent
5534,ACORN-J,Comfortable
5539,ACORN-E,Affluent
5540,ACORN-N,Adversity
5542,ACORN-F,Comfortable
